text,label,language,text_clean,label_encoded
"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
",smishing,english,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call <PHONE>Ts&Cs <URL> £1.50pm approx 3mins,1
"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
",smishing,english,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
",ham,english,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0
"HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
",ham,english,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX,0
"From 5 to 2 only my work timing.
",ham,english,From 5 to 2 only my work timing.,0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL
",ham,english,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
"K.i will send in  &lt;#&gt;  min:)
",ham,english,K.i will send in &lt;#&gt; min:),0
"Oh, then your phone phoned me but it disconnected
",ham,english,"Oh, then your phone phoned me but it disconnected",0
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
",ham,english,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0
"No..but heard abt tat..
",ham,english,No..but heard abt tat..,0
"not that I know of, most people up here are still out of town
",ham,english,"not that I know of, most people up here are still out of town",0
"For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
",smishing,english,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C <URL> 1.50p,1
"Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
",ham,english,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,0
"Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
",smishing,english,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic
",smishing,english,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1
"I absolutely LOVE South Park! I only recently started watching the office.
",ham,english,I absolutely LOVE South Park! I only recently started watching the office.,0
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",smishing,english,You have an important customer service announcement. Call FREEPHONE <PHONE>now!,1
"U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
",smishing,english,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline <PHONE>.,1
"Be sure to check your yahoo email. We sent photos yesterday
",ham,english,Be sure to check your yahoo email. We sent photos yesterday,0
"Which channel:-):-):):-).
",ham,english,Which channel:-):-):):-).,0
"Howz pain.it will come down today.do as i said ystrday.ice and medicine.
",ham,english,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0
"But i'm surprised she still can guess right lor...
",ham,english,But i'm surprised she still can guess right lor...,0
"Goodmorning, today i am late for 1hr.
",ham,english,"Goodmorning, today i am late for 1hr.",0
"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
",smishing,english,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call <PHONE>. Claim code S89. Valid 12hrs only,1
"I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
",ham,english,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,0
"Friends that u can stay on fb chat with
",ham,english,Friends that u can stay on fb chat with,0
"Ugh just got outta class
",ham,english,Ugh just got outta class,0
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
",smishing,english,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on <PHONE>. Offer ends 14thMarch. T&C's apply. Opt-out availa",1
"Kallis is ready for bat in 2nd innings
",ham,english,Kallis is ready for bat in 2nd innings,0
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007
",smishing,english,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1
"What u talking bout early morning? It's almost noon where your at!
",ham,english,What u talking bout early morning? It's almost noon where your at!,0
"Where can download clear movies. Dvd copies.
",ham,english,Where can download clear movies. Dvd copies.,0
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...
",ham,english,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",0
"Many more happy returns of the day. I wish you happy birthday.
",ham,english,Many more happy returns of the day. I wish you happy birthday.,0
"It is only yesterday true true.
",ham,english,It is only yesterday true true.,0
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate
",smishing,english,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call <PHONE>NOW! Only 10p per minute. BT-national-rate",1
"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
",ham,english,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
"Lol no ouch but wish i'd stayed out a bit longer
",ham,english,Lol no ouch but wish i'd stayed out a bit longer,0
"IM GONNA MISS U SO MUCH
",ham,english,IM GONNA MISS U SO MUCH,0
"Webpage s not available!
",ham,english,Webpage s not available!,0
"What type of stuff do you sing?
",ham,english,What type of stuff do you sing?,0
"How many times i told in the stage all use to laugh. You not listen aha.
",ham,english,How many times i told in the stage all use to laugh. You not listen aha.,0
"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
",smishing,english,Are you unique enough? Find out from 30th August. <URL>,1
"I'm a guy, browsin is compulsory
",ham,english,"I'm a guy, browsin is compulsory",0
"Hey happy birthday...
",ham,english,Hey happy birthday...,0
"Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
",smishing,english,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1
"sorry, no, have got few things to do. may be in pub later.
",ham,english,"sorry, no, have got few things to do. may be in pub later.",0
"Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
",ham,english,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,0
"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...
",ham,english,"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...",0
"K.then any other special?
",ham,english,K.then any other special?,0
"That's good, because I need drugs
",ham,english,"That's good, because I need drugs",0
"Ok.. Ü finishing soon?
",ham,english,Ok.. Ü finishing soon?,0
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)
",ham,english,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",0
"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
",ham,english,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,0
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow
",ham,english,"The affidavit says &lt;#&gt; E Twiggs St, division g, courtroom &lt;#&gt; , &lt;TIME&gt; AM. I'll double check and text you again tomorrow",0
"Come to medical college at 7pm ......forward it da
",ham,english,Come to medical college at 7pm ......forward it da,0
"Ugh fuck it I'm resubbing to eve
",ham,english,Ugh fuck it I'm resubbing to eve,0
"Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
",ham,english,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0
"Love it! The girls at the office may wonder why you are smiling but sore...
",ham,english,Love it! The girls at the office may wonder why you are smiling but sore...,0
"I donno if they are scorable
",ham,english,I donno if they are scorable,0
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
",ham,english,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
"I need details about that online job.
",ham,english,I need details about that online job.,0
"One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
",ham,english,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
",ham,english,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",0
"When you are big..| God will bring success.
",ham,english,When you are big..| God will bring success.,0
"Much better now thanks lol
",ham,english,Much better now thanks lol,0
"I wan but too early lei... Me outside now wun b home so early... Neva mind then...
",ham,english,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,0
